tableName;columnName;columnSequence;abbreviation;correspondance
E14OBRE11E;isPrelevementGroupe;7780;ipgr;i77ipgr80e
E14OBRE11E;neCode;6247;code;n62code47e
E14OBRE11E;ordonnanceId;8057;orid;o80orid57d
E14OBRE11E;pgId;9205;idid;p92idid05d
E14OBRE11E;pourcentAE;5233;poae;p52poae33e
E14OBRE11E;pourcentCP;5250;pocp;p52pocp50p
E14OBRE11E;regleId;6469;reid;r64reid69d
E14OBRE11E;taId;5514;taid;t55taid14d
E14OBRE11E;userMaj;6813;usma;u68usma13j
E14OPPI87S;dateMaj;7952;dama;d79dama52j
E14OPPI87S;pieceId;5940;piid;p59piid40d
E14OPPI87S;reference;5295;refe;r52refe95e
E14OPPI87S;titre;7086;titr;t70titr86e
E14OPPI87S;userMaj;8369;usma;u83usma69j
E14VIET58T;code;9511;code;c95code11e
E14VIET58T;dateMaj;5232;dama;d52dama32j
E14VIET58T;etatID;9235;etid;e92etid35d
E14VIET58T;libelleFR;9826;lifr;l98lifr26r
E14VIET58T;libelleUS;5495;lius;l54lius95s
E14VIET58T;userMaj;9533;usma;u95usma33j
E15ANBC31A;acId;9120;acid;a91acid20d
E15ANBC31A;acteJuridiqueId;8621;ajid;a86ajid21d
E15ANBC31A;annulationDefinitive;9565;ande;a95ande65e
E15ANBC31A;arCode;5837;code;a58code37e
E15ANBC31A;atId;6037;idid;a60idid37d
E15ANBC31A;bcaEnteteId;8128;beid;b81beid28d
E15ANBC31A;bcaId;7483;bcid;b74bcid83d
E15ANBC31A;chCode;5465;code;c54code65e
E15ANBC31A;contribuableId;6720;coid;c67coid20d
E15ANBC31A;dateAnnulation;7799;daan;d77daan99n
E15ANBC31A;dateDeSignature;8229;ddsi;d82ddsi29e
E15ANBC31A;dateMAJ;7048;dama;d70dama48j
E15ANBC31A;dateRejet;5308;dare;d53dare08t
E15ANBC31A;dateValidation;7004;dava;d70dava04n
E15ANBC31A;delaiDeLivraison;5730;ddli;d57ddli30n
E15ANBC31A;exMillesime;7351;mill;e73mill51e
E15ANBC31A;lieuDeSignature;8207;ldsi;l82ldsi07e
E15ANBC31A;ligneId;6419;liid;l64liid19d
E15ANBC31A;ligneIdActeJuridique;9401;liaj;l94liaj01e
E15ANBC31A;matriculeOrdonnateur;5827;maor;m58maor27r
E15ANBC31A;matriculeValidation;6994;mava;m69mava94n
E15ANBC31A;montantHT;5552;moht;m55moht52t
E15ANBC31A;montantIR;9965;moir;m99moir65r
E15ANBC31A;montantNAP;5371;mona;m53mona71p
E15ANBC31A;montantTSR;7013;mots;m70mots13r
E15ANBC31A;montantTTC;9130;mott;m91mott30c
E15ANBC31A;montantTVA;8492;motv;m84motv92a
E15ANBC31A;motif;5279;moti;m52moti79f
E15ANBC31A;motifRejet;6498;more;m64more98t
E15ANBC31A;neCode;5469;code;n54code69e
E15ANBC31A;numBonCommande;6242;nbco;n62nbco42e
E15ANBC31A;numCertificat;6181;nuce;n61nuce81t
E15ANBC31A;numContribuable;7217;nuco;n72nuco17e
E15ANBC31A;numDossier;9278;nudo;n92nudo78r
E15ANBC31A;numFicheBesoin;7355;nfbe;n73nfbe55n
E15ANBC31A;numImputation;5462;nuim;n54nuim62n
E15ANBC31A;numOrdre;6410;nuor;n64nuor10e
E15ANBC31A;numRIB;6140;nuri;n61nuri40b
E15ANBC31A;objet;7097;obje;o70obje97t
E15ANBC31A;paExecutionId;7353;exid;p73exid53d
E15ANBC31A;pgId;8458;idid;p84idid58d
E15ANBC31A;raisonSociale;7029;raso;r70raso29e
E15ANBC31A;reference;7505;refe;r75refe05e
E15ANBC31A;rejete;6011;reje;r60reje11e
E15ANBC31A;taId;8572;taid;t85taid72d
E15ANBC31A;tauxIR;9555;tair;t95tair55r
E15ANBC31A;tauxTSR;6260;tats;t62tats60r
E15ANBC31A;tauxTVA;5489;tatv;t54tatv89a
E15ANBC31A;userAnnulation;7437;usan;u74usan37n
E15ANBC31A;userMAJ;7774;usma;u77usma74j
E15ANBC31A;userRejet;8523;usre;u85usre23t
E15ANBC31A;userValidation;9445;usva;u94usva45n
E15ANBC31A;valide;7468;vali;v74vali68e
E15BAEX35N;accompagnant;9696;acco;a96acco96t
E15BAEX35N;ACCOMPTE;7238;acco;a72acco38e
E15BAEX35N;acId;7805;acid;a78acid05d
E15BAEX35N;acteJuridiqueID;5456;ajid;a54ajid56d
E15BAEX35N;acteJuridiqueTypeID;5978;ajti;a59ajti78d
E15BAEX35N;agAffectation;5740;affe;a57affe40n
E15BAEX35N;agFonction;7237;fonc;a72fonc37n
E15BAEX35N;agGrade;5886;grad;a58grad86e
E15BAEX35N;agMatricule;6657;matr;a66matr57e
E15BAEX35N;agMatriculeAccord;8366;maac;a83maac66d
E15BAEX35N;agService;7301;serv;a73serv01e
E15BAEX35N;agSituationMat;9133;sima;a91sima33t
E15BAEX35N;annuel;7518;annu;a75annu18l
E15BAEX35N;arCode;5139;code;a51code39e
E15BAEX35N;atId;9663;idid;a96idid63d
E15BAEX35N;AUTREGlobal;6039;augl;a60augl39l
E15BAEX35N;avanceAdeduireReglement;8442;aare;a84aare42t
E15BAEX35N;avecMemoireDepense;8829;amde;a88amde29e
E15BAEX35N;bcaEnteteId;9093;beid;b90beid93d
E15BAEX35N;bcaId;6847;bcid;b68bcid47d
E15BAEX35N;benefAgent;5093;beag;b50beag93t
E15BAEX35N;benefChapitre;9329;bech;b93bech29e
E15BAEX35N;benefCode;8216;beco;b82beco16e
E15BAEX35N;benefContribuable;7425;beco;b74beco25e
E15BAEX35N;benefDescription;5358;bede;b53bede58n
E15BAEX35N;benefDesignation;6210;bede;b62bede10n
E15BAEX35N;benefStructure;5539;best;b55best39e
E15BAEX35N;caisseAvID;7721;caid;c77caid21d
E15BAEX35N;caisseAvIdOrigine;9006;caio;c90caio06e
E15BAEX35N;certificatId;8728;ceid;c87ceid28d
E15BAEX35N;chCode;8348;code;c83code48e
E15BAEX35N;CodeNatCA;7058;cnca;c70cnca58a
E15BAEX35N;contribuableId;8237;coid;c82coid37d
E15BAEX35N;contribuableRibId;8571;crid;c85crid71d
E15BAEX35N;courrierDossierId;8206;cdid;c82cdid06d
E15BAEX35N;dateAccord;7476;daac;d74daac76d
E15BAEX35N;dateDepart;5971;dade;d59dade71t
E15BAEX35N;dateDeSignature;5959;ddsi;d59ddsi59e
E15BAEX35N;dateMaj;7732;dama;d77dama32j
E15BAEX35N;dateReglement;9637;dare;d96dare37t
E15BAEX35N;dateRetour;5280;dare;d52dare80r
E15BAEX35N;dateSignature;5895;dasi;d58dasi95e
E15BAEX35N;decisionID;7460;deid;d74deid60d
E15BAEX35N;decisionSaisi;7536;desa;d75desa36i
E15BAEX35N;decompteFinalReglement;8595;dfre;d85dfre95t
E15BAEX35N;delaiDeLivraison;5467;ddli;d54ddli67n
E15BAEX35N;depart;8464;depa;d84depa64t
E15BAEX35N;description;8551;desc;d85desc51n
E15BAEX35N;destination;7353;dest;d73dest53n
E15BAEX35N;Encaisse;9165;enca;e91enca65e
E15BAEX35N;Etape;8520;etap;e85etap20e
E15BAEX35N;etat;9329;etat;e93etat29t
E15BAEX35N;exMillesime;9051;mill;e90mill51e
E15BAEX35N;fsCode;5746;fsco;f57fsco46e
E15BAEX35N;HT;8352;htht;h83htht52t
E15BAEX35N;HTGlobal;6211;htgl;h62htgl11l
E15BAEX35N;imputation;5444;impu;i54impu44n
E15BAEX35N;ir;5090;irir;i50irir90r
E15BAEX35N;IRGlobal;8951;irgl;i89irgl51l
E15BAEX35N;IRNCGlobal;8336;irgl;i83irgl36l
E15BAEX35N;IRPPGlobal;6378;irgl;i63irgl78l
E15BAEX35N;isExterieur;5820;isex;i58isex20r
E15BAEX35N;libelleAuProfitDe;6472;lapd;l64lapd72e
E15BAEX35N;libelleAutorisation;6407;liau;l64liau07n
E15BAEX35N;lieuDeSignature;6022;ldsi;l60ldsi22e
E15BAEX35N;lieuExecution;7623;liex;l76liex23n
E15BAEX35N;lieuReglement;7569;lire;l75lire69t
E15BAEX35N;lieuSignature;9002;lisi;l90lisi02e
E15BAEX35N;matriculeCom;6502;maco;m65maco02m
E15BAEX35N;matriculeGest;8870;mage;m88mage70t
E15BAEX35N;matriculeOrdo;7363;maor;m73maor63o
E15BAEX35N;matriculeOrdonnateur;6355;maor;m63maor55r
E15BAEX35N;matriculeOrdoNom;6679;mono;m66mono79m
E15BAEX35N;matriculeOrdoPrenom;6320;mopr;m63mopr20m
E15BAEX35N;matriculeReg;9866;mare;m98mare66g
E15BAEX35N;Millesime;7717;mill;m77mill17e
E15BAEX35N;missionBaremeIDReglement;9250;mbir;m92mbir50t
E15BAEX35N;missionID;5973;miid;m59miid73d
E15BAEX35N;missionZoneID;9908;mzid;m99mzid08d
E15BAEX35N;Mode;8335;mode;m83mode35e
E15BAEX35N;modeleID;8956;moid;m89moid56d
E15BAEX35N;montantAutEngag;6598;maen;m65maen98g
E15BAEX35N;montantHT;8318;moht;m83moht18t
E15BAEX35N;montantIR;6422;moir;m64moir22r
E15BAEX35N;montantTSR;7729;mots;m77mots29r
E15BAEX35N;montantTTC;7538;mott;m75mott38c
E15BAEX35N;montantTVA;8346;motv;m83motv46a
E15BAEX35N;motifEtReference;9156;mere;m91mere56e
E15BAEX35N;motifMission;7280;momi;m72momi80n
E15BAEX35N;moyenDeTransport;9051;mdtr;m90mdtr51t
E15BAEX35N;moyenTransportAcc;6248;mtac;m62mtac48c
E15BAEX35N;NAP;6262;napn;n62napn62p
E15BAEX35N;NAPGlobal;9024;nagl;n90nagl24l
E15BAEX35N;nbreJourReglement;9400;njre;n94njre00t
E15BAEX35N;neCode;7561;code;n75code61e
E15BAEX35N;NoAvenant;8340;noav;n83noav40t
E15BAEX35N;NoCaisse;5502;noca;n55noca02e
E15BAEX35N;numAccord;7783;nuac;n77nuac83d
E15BAEX35N;numBonCommande;5467;nbco;n54nbco67e
E15BAEX35N;numCompte;7260;nuco;n72nuco60e
E15BAEX35N;numCourrier;6536;nuco;n65nuco36r
E15BAEX35N;numDossier;7136;nudo;n71nudo36r
E15BAEX35N;numeroCollectif;8577;nuco;n85nuco77f
E15BAEX35N;numeroMission;8466;numi;n84numi66n
E15BAEX35N;numFicheBesoin;7702;nfbe;n77nfbe02n
E15BAEX35N;numImputation;8609;nuim;n86nuim09n
E15BAEX35N;NumImputTech;7382;nite;n73nite82h
E15BAEX35N;NumLettre;9263;nule;n92nule63e
E15BAEX35N;numordre;9710;numo;n97numo10e
E15BAEX35N;numRIB;9796;nuri;n97nuri96b
E15BAEX35N;objet;7824;obje;o78obje24t
E15BAEX35N;paExecutionId;6905;exid;p69exid05d
E15BAEX35N;passantPar;8483;papa;p84papa83r
E15BAEX35N;PENALITE;9541;pena;p95pena41e
E15BAEX35N;pgId;9953;idid;p99idid53d
E15BAEX35N;PRECOMPTESURLOYER;8851;prec;p88prec51r
E15BAEX35N;prestationID;5792;prid;p57prid92d
E15BAEX35N;QRCode;9722;qrco;q97qrco22e
E15BAEX35N;reference;9613;refe;r96refe13e
E15BAEX35N;responsableId;8170;reid;r81reid70d
E15BAEX35N;resteApayerReglement;5910;rare;r59rare10t
E15BAEX35N;RG;7475;rgrg;r74rgrg75g
E15BAEX35N;rgNumBon;9755;rnbo;r97rnbo55n
E15BAEX35N;rgNumBonRetenu;6787;rnbr;r67rnbr87u
E15BAEX35N;rgNumBonTaxe;9280;rnbt;r92rnbt80e
E15BAEX35N;sansMemoireDepenseAvecTaxe;9173;smda;s91smda73e
E15BAEX35N;sansMemoireDepenseSansTaxe;6987;smds;s69smds87e
E15BAEX35N;siAvance;8509;siav;s85siav09e
E15BAEX35N;siExterieur;8607;siex;s86siex07r
E15BAEX35N;siGestEgalReg;6341;sger;s63sger41g
E15BAEX35N;signataire;5997;sign;s59sign97e
E15BAEX35N;signataireFonction;9399;sifo;s93sifo99n
E15BAEX35N;signataireFonctionReglement;6287;sfre;s62sfre87t
E15BAEX35N;signataireGrade;5549;sigr;s55sigr49e
E15BAEX35N;signataireMatricule;9953;sima;s99sima53e
E15BAEX35N;signataireMatriculeReglement;8565;smre;s85smre65t
E15BAEX35N;signataireNom;9741;sino;s97sino41m
E15BAEX35N;signataireNomReglement;8109;snre;s81snre09t
E15BAEX35N;signatairePrenom;9406;sipr;s94sipr06m
E15BAEX35N;sousTotalReglement;6632;stre;s66stre32t
E15BAEX35N;taId;9918;taid;t99taid18d
E15BAEX35N;tauxIR;9899;tair;t98tair99r
E15BAEX35N;tauxReglement;6286;tare;t62tare86t
E15BAEX35N;tauxTSR;9741;tats;t97tats41r
E15BAEX35N;tauxTVA;7927;tatv;t79tatv27a
E15BAEX35N;TAXE;9947;taxe;t99taxe47e
E15BAEX35N;texteAmpliation;9865;team;t98team65n
E15BAEX35N;texteArticle;7780;tear;t77tear80e
E15BAEX35N;texteVu;9888;tevu;t98tevu88u
E15BAEX35N;titreSignataire;8699;tisi;t86tisi99e
E15BAEX35N;totalReglement;8402;tore;t84tore02t
E15BAEX35N;trimestreId;9217;trid;t92trid17d
E15BAEX35N;tsr;7286;tsrt;t72tsrt86r
E15BAEX35N;TSRGlobal;8944;tsgl;t89tsgl44l
E15BAEX35N;tva;6013;tvat;t60tvat13a
E15BAEX35N;TVAGlobal;6509;tvgl;t65tvgl09l
E15BAEX35N;typeAccord;5355;tyac;t53tyac55d
E15BAEX35N;typeDepense;8668;tyde;t86tyde68e
E15BAEX35N;typeDeplacement;8337;tyde;t83tyde37t
E15BAEX35N;typePrestation;7743;typr;t77typr43n
E15BAEX35N;typeProcedure;5393;typr;t53typr93e
E15BAEX35N;typeTaxeId;5433;ttid;t54ttid33d
E15BAEX35N;userAccord;7249;usac;u72usac49d
E15BAEX35N;userMaj;5121;usma;u51usma21j
E15BAEX35N;Volume;5054;volu;v50volu54e
E15BAEX35N;VolumeAvenant;9128;voav;v91voav28t
E15BRAV03S;bonRGAvisId;5291;brai;b52brai91d
E15BRAV03S;bonRGId;8023;brid;b80brid23d
E15BRAV03S;dateMaj;8583;dama;d85dama83j
E15BRAV03S;userMaj;9695;usma;u96usma95j
E15CMAC39T;caisseAvMandatApurementConstatId;5939;cama;c59cama39d
E15CMAC39T;caisseAvMandatApurementNatureId;9643;cama;c96cama43d
E15CMAC39T;caisseAvMandatId;8851;cami;c88cami51d
E15CMAC39T;dateMAJ;8002;dama;d80dama02j
E15CMAC39T;montant;5274;mont;m52mont74t
E15CMAC39T;objet;8000;obje;o80obje00t
E15CMAC39T;userMAJ;9691;usma;u96usma91j
E15CMAP35S;pieceID;6228;piid;p62piid28d
E15CMAP35S;pjContenu;5988;pjco;p59pjco88u
E15CMAP35S;pjNumOrdre;7905;pnor;p79pnor05e
E15CMAP35S;pjTitreES;5857;ptes;p58ptes57s
E15CMAP35S;pjTitreFR;9851;ptfr;p98ptfr51r
E15CMAP35S;pjTitreUS;5203;ptus;p52ptus03s
E15CMAP35S;pjTypeZone;6557;ptzo;p65ptzo57e
E15CMPR13T;caisseAvMandatId;8112;cami;c81cami12d
E15CMPR13T;caisseAvMandatPrintId;5231;camp;c52camp31d
E15CMPR13T;datePrint;9607;dapr;d96dapr07t
E15CMPR13T;numeroMandat;8374;numa;n83numa74t
E15CMPR13T;userPrint;6338;uspr;u63uspr38t
E15OBDE64L;ajustementAE;5224;ajae;a52ajae24e
E15OBDE64L;ajustementCP;7376;ajcp;a73ajcp76p
E15OBDE64L;dateApplication;9956;daap;d99daap56n
E15OBDE64L;dateMaj;5621;dama;d56dama21j
E15OBDE64L;detailId;6279;deid;d62deid79d
E15OBDE64L;ordonnanceId;8129;orid;o81orid29d
E15OBDE64L;paExecutionId;8786;exid;p87exid86d
E15OBDE64L;regleId;9543;reid;r95reid43d
E15OBDE64L;userMaj;8175;usma;u81usma75j
E15OSAP41E;dateMaj;8259;dama;d82dama59j
E15OSAP41E;dateValidation;7783;dava;d77dava83n
E15OSAP41E;exMillesime;9639;mill;e96mill39e
E15OSAP41E;observation;6377;obse;o63obse77n
E15OSAP41E;operateurValidation;8097;opva;o80opva97n
E15OSAP41E;oppositionMoisId;8545;omid;o85omid45d
E15OSAP41E;precompte;7262;prec;p72prec62e
E15OSAP41E;referenceMandat;9096;rema;r90rema96t
E15OSAP41E;saisieArretId;8751;said;s87said51d
E15OSAP41E;saisieArretPrecompteId;6768;sapi;s67sapi68d
E15OSAP41E;userMaj;7401;usma;u74usma01j
E15OSAP41E;valide;9843;vali;v98vali43e
E16ABLI39S;acteJuridiqueID;6312;ajid;a63ajid12d
E16ABLI39S;annulationDefinitive;9837;ande;a98ande37e
E16ABLI39S;bonLiquidationID;5441;blid;b54blid41d
E16ABLI39S;chCode;8066;code;c80code66e
E16ABLI39S;dateAnnulation;8195;daan;d81daan95n
E16ABLI39S;exMillesime;7299;mill;e72mill99e
E16ABLI39S;factureId;6262;faid;f62faid62d
E16ABLI39S;liBeneficiaireCode;5687;beco;l56beco87e
E16ABLI39S;liBeneficiaireId;7693;beid;l76beid93d
E16ABLI39S;liBeneficiaireNom;6136;beno;l61beno36m
E16ABLI39S;liDateDeConstatation;8493;ddco;l84ddco93n
E16ABLI39S;liDateMAJ;9231;dama;l92dama31j
E16ABLI39S;liDateValidation;5767;dava;l57dava67n
E16ABLI39S;liDecisionCertification;7708;dece;l77dece08n
E16ABLI39S;liDecisionCertificationObs;8240;dcob;l82dcob40s
E16ABLI39S;liDecisionCFS;7790;decf;l77decf90s
E16ABLI39S;liDecisionObservationCFS;6349;docf;l63docf49s
E16ABLI39S;liEtat;6023;etat;l60etat23t
E16ABLI39S;ligneId;6093;liid;l60liid93d
E16ABLI39S;liMontantAutorise;5889;moau;l58moau89e
E16ABLI39S;liMontantLiquider;6787;moli;l67moli87r
E16ABLI39S;liMontantLiquiderEnLettre;8872;mlel;l88mlel72e
E16ABLI39S;liNomAgenceBanque;9531;naba;l95naba31e
E16ABLI39S;liNomBanque;5240;noba;l52noba40e
E16ABLI39S;liNumCpteBanque;7178;ncba;l71ncba78e
E16ABLI39S;liNumOrdre;7192;nuor;l71nuor92e
E16ABLI39S;liResponsableConstatation;6011;reco;l60reco11n
E16ABLI39S;liResponsableValidation;6240;reva;l62reva40n
E16ABLI39S;liUserMAJ;5604;usma;l56usma04j
E16ABLI39S;liValidation;8701;vali;l87vali01n
E16ABLI39S;motif;8620;moti;m86moti20f
E16ABLI39S;numBon;6069;nubo;n60nubo69n
E16ABLI39S;numBonCP;8516;nbcp;n85nbcp16p
E16ABLI39S;referenceFacture;9702;refa;r97refa02e
E16ABLI39S;trimestreId;7513;trid;t75trid13d
E16ABLI39S;userAnnulation;5220;usan;u52usan20n
E16ACTR96N;bcaId;8163;bcid;b81bcid63d
E16ACTR96N;bonOrdonnancementID;8500;boid;b85boid00d
E16ACTR96N;chCode;5161;code;c51code61e
E16ACTR96N;exMillesime;5625;mill;e56mill25e
E16ACTR96N;ligneId;7678;liid;l76liid78d
E16ACTR96N;ligneIdActeJuridique;7751;liaj;l77liaj51e
E16ACTR96N;montantTTC;9468;mott;m94mott68c
E16ACTR96N;motifRejet;7134;more;m71more34t
E16ACTR96N;numBon;6406;nubo;n64nubo06n
E16ACTR96N;numBonCommande;9060;nbco;n90nbco60e
E16ACTR96N;numBonCP;7502;nbcp;n75nbcp02p
E16ACTR96N;numBordereau;7407;nubo;n74nubo07u
E16ACTR96N;tmAgentLiaison;5905;agli;t59agli05n
E16ACTR96N;tmDateMAJ;5435;dama;t54dama35j
E16ACTR96N;tmDateTransmission;6126;datr;t61datr26n
E16ACTR96N;tmLibelleBordereau;5961;libo;t59libo61u
E16ACTR96N;tmLieuTransmission;8333;litr;t83litr33n
E16ACTR96N;tmNumBordereau;6622;nubo;t66nubo22u
E16ACTR96N;tmServiceDestinataire;6499;sede;t64sede99e
E16ACTR96N;tmServiceSource;9806;seso;t98seso06e
E16ACTR96N;tmTypeTransmission;8279;tytr;t82tytr79n
E16ACTR96N;tmUserMAJ;9323;usma;t93usma23j
E16ACTR96N;transmissionId;6033;trid;t60trid33d
E16AZEX88N;arCode;7535;code;a75code35e
E16AZEX88N;dateMaj;9939;dama;d99dama39j
E16AZEX88N;departementExecId;9641;deid;d96deid41d
E16AZEX88N;userMaj;8415;usma;u84usma15j
E16CAAC97E;caisseAvActeId;9405;caai;c94caai05d
E16CAAC97E;caisseAvId;9805;caid;c98caid05d
E16CAAC97E;DateActe;7587;daac;d75daac87e
E16CAAC97E;DateMAJ;5524;dama;d55dama24j
E16CAAC97E;DateSign;5847;dasi;d58dasi47n
E16CAAC97E;edite;6043;edit;e60edit43e
E16CAAC97E;MaxIndem;8234;main;m82main34m
E16CAAC97E;modeleID;9909;moid;m99moid09d
E16CAAC97E;NoActe;5214;noac;n52noac14e
E16CAAC97E;Objet;9671;obje;o96obje71t
E16CAAC97E;Signataire;6209;sign;s62sign09e
E16CAAC97E;TauxIndem;5124;tain;t51tain24m
E16CAAC97E;TypeActe;7749;tyac;t77tyac49e
E16CAAC97E;UserMAJ;8705;usma;u87usma05j
E16CAAC97E;Version;5084;vers;v50vers84n
E16CLMA82E;arretVisa;6519;arvi;a65arvi19a
E16CLMA82E;dateMaj;8371;dama;d83dama71j
E16CLMA82E;exMillesime;5061;mill;e50mill61e
E16CLMA82E;msgVisa;9965;msvi;m99msvi65a
E16CLMA82E;userMaj;8996;usma;u89usma96j
E16CLMA82E;xxArretVisa;5013;xavi;x50xavi13a
E16OFAD68E;code;7030;code;c70code30e
E16OFAD68E;dateCreation;6415;dacr;d64dacr15n
E16OFAD68E;dateMAJ;9558;dama;d95dama58j
E16OFAD68E;descriptionEn;7972;deen;d79deen72n
E16OFAD68E;descriptionFr;8514;defr;d85defr14r
E16OFAD68E;fonctionAdministrativeID;8292;faid;f82faid92d
E16OFAD68E;libelleEn;8601;lien;l86lien01n
E16OFAD68E;libelleFr;5873;lifr;l58lifr73r
E16OFAD68E;matriculeResponsable;8820;mare;m88mare20e
E16OFAD68E;organigrammeID;6299;orid;o62orid99d
E16OFAD68E;organisationID;9369;orid;o93orid69d
E16OFAD68E;referenceCreation;8641;recr;r86recr41n
E16OFAD68E;structureAdministrativeID;9655;said;s96said55d
E16OFAD68E;uniteAdministrativeID;5113;uaid;u51uaid13d
E16OFAD68E;userMAJ;6003;usma;u60usma03j
E16OFPP35E;arriereInitial;8496;arin;a84arin96l
E16OFPP35E;dateMaj;9233;dama;d92dama33j
E16OFPP35E;dateValidation;8333;dava;d83dava33n
E16OFPP35E;exMillesime;6669;mill;e66mill69e
E16OFPP35E;fichePensionId;6358;fpid;f63fpid58d
E16OFPP35E;fichePensionPrecompteId;6904;fppi;f69fppi04d
E16OFPP35E;mesualiteArriere;8743;mear;m87mear43e
E16OFPP35E;observation;6528;obse;o65obse28n
E16OFPP35E;operateurValidation;9403;opva;o94opva03n
E16OFPP35E;oppositionMoisId;8343;omid;o83omid43d
E16OFPP35E;precompte;8523;prec;p85prec23e
E16OFPP35E;referenceMandat;8501;rema;r85rema01t
E16OFPP35E;resteARecouvrir;7766;rare;r77rare66r
E16OFPP35E;userMaj;8882;usma;u88usma82j
E16OFPP35E;valide;7102;vali;v71vali02e
E17CODO54R;beneficiaire;9999;bene;b99bene99e
E17CODO54R;chCode;7709;code;c77code09e
E17CODO54R;cloture;7369;clot;c73clot69e
E17CODO54R;codeService;5777;cose;c57cose77e
E17CODO54R;courrierDossierId;8948;cdid;c89cdid48d
E17CODO54R;courrierDossierTypeId;9542;cdti;c95cdti42d
E17CODO54R;dateEnregistrement;8707;daen;d87daen07t
E17CODO54R;dateMaj;8974;dama;d89dama74j
E17CODO54R;dateSignature;7157;dasi;d71dasi57e
E17CODO54R;dejaEngage;9565;deen;d95deen65e
E17CODO54R;etatDossier;9274;etdo;e92etdo74r
E17CODO54R;exMillesime;7883;mill;e78mill83e
E17CODO54R;imputation;7822;impu;i78impu22n
E17CODO54R;isDelete;7233;isde;i72isde33e
E17CODO54R;montant;9720;mont;m97mont20t
E17CODO54R;numBon;7021;nubo;n70nubo21n
E17CODO54R;numDossier;6364;nudo;n63nudo64r
E17CODO54R;objet;8661;obje;o86obje61t
E17CODO54R;operateurSaisie;9680;opsa;o96opsa80e
E17CODO54R;posteTraitementDetenteur;8454;ptde;p84ptde54r
E17CODO54R;posteTraitementId;7143;ptid;p71ptid43d
E17CODO54R;proprietaire;7807;prop;p78prop07e
E17CODO54R;reference;7979;refe;r79refe79e
E17CODO54R;signataire;5446;sign;s54sign46e
E17CODO54R;typeProcedure;6065;typr;t60typr65e
E17CODO54R;userDestinataire;8797;usde;u87usde97e
E17CODO54R;userMaj;8827;usma;u88usma27j
E17CORE66T;courrierRejetID;7674;crid;c76crid74d
E17CORE66T;dateMaj;7343;dama;d73dama43j
E17CORE66T;isRelance;7902;isre;i79isre02e
E17CORE66T;numDossier;7810;nudo;n78nudo10r
E17CORE66T;observation;7422;obse;o74obse22n
E17CORE66T;posteTraitementDetenteurId;6229;ptdi;p62ptdi29d
E17CORE66T;posteTraitementId;6559;ptid;p65ptid59d
E17CORE66T;userMaj;8561;usma;u85usma61j
E17CORE66T;userRejet;5929;usre;u59usre29t
E17CORE66T;userRelance;7061;usre;u70usre61e
E17DDDE16L;benefAgent;8471;beag;b84beag71t
E17DDDE16L;benefChapitre;5801;bech;b58bech01e
E17DDDE16L;benefCode;6192;beco;b61beco92e
E17DDDE16L;benefContribuable;9857;beco;b98beco57e
E17DDDE16L;benefDesignation;9122;bede;b91bede22n
E17DDDE16L;beneficiaireId;5728;beid;b57beid28d
E17DDDE16L;benefStructure;7452;best;b74best52e
E17DDDE16L;dateMaj;5896;dama;d58dama96j
E17DDDE16L;duplicationId;9289;duid;d92duid89d
E17DDDE16L;imputation;8101;impu;i81impu01n
E17DDDE16L;libelleAuProfitDe;5726;lapd;l57lapd26e
E17DDDE16L;ligneId;9145;liid;l91liid45d
E17DDDE16L;montant;7942;mont;m79mont42t
E17DDDE16L;objet;6632;obje;o66obje32t
E17DDDE16L;paExecutionId;6251;exid;p62exid51d
E17DDDE16L;userMaj;7034;usma;u70usma34j
E17OCIN18T;codeBenef;9713;cobe;c97cobe13f
E17OCIN18T;contribuableIndelicatId;9267;ciid;c92ciid67d
E17OCIN18T;dateMaj;6777;dama;d67dama77j
E17OCIN18T;exMillesime;5973;mill;e59mill73e
E17OCIN18T;montantTotal;9399;moto;m93moto99l
E17OCIN18T;motif;9778;moti;m97moti78f
E17OCIN18T;nomBenef;8607;nobe;n86nobe07f
E17OCIN18T;numContribuable;7666;nuco;n76nuco66e
E17OCIN18T;precompter;8467;prec;p84prec67r
E17OCIN18T;precompteTotal;7564;prto;p75prto64l
E17OCIN18T;raisonSociale;9152;raso;r91raso52e
E17OCIN18T;restARecouvir;8350;rare;r83rare50r
E17OCIN18T;typeBenef;6118;tybe;t61tybe18f
E17OCIN18T;userMaj;5998;usma;u59usma98j
E17OROR03N;code;7223;code;c72code23e
E17OROR03N;dateMAJ;5351;dama;d53dama51j
E17OROR03N;libelleEn;5123;lien;l51lien23n
E17OROR03N;libelleFr;7163;lifr;l71lifr63r
E17OROR03N;organigrammeID;6244;orid;o62orid44d
E17OROR03N;organisationID;8004;orid;o80orid04d
E17OROR03N;userMAJ;6890;usma;u68usma90j
E17QGOR81R;chCode;8263;code;c82code63e
E17QGOR81R;dateMaj;6720;dama;d67dama20j
E17QGOR81R;exMillesime;9067;mill;e90mill67e
E17QGOR81R;matriculeOrdonnateur;9147;maor;m91maor47r
E17QGOR81R;quotaActifAD;7108;qaad;q71qaad08d
E17QGOR81R;quotaActifBIP;9888;qabi;q98qabi88p
E17QGOR81R;quotaActifBS;5779;qabs;q57qabs79s
E17QGOR81R;quotaActifBSTitre4;7762;qabt;q77qabt624
